hostname,fullpath,filepath,drive,filename,fileextension,username
NS0007VZI,c:\Windows\SysWOW64\wavemsp.dll,Windows\SysWOW64,c,wavemsp.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\AltTab.dll,Windows\System32,c,AltTab.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\netplwiz.dll,Windows\System32,c,netplwiz.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\TsUsbGD.sys,Windows\System32\drivers,c,TsUsbGD.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\itss.dll,Windows\System32,c,itss.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\fde.dll,Windows\System32,c,fde.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wmdrmsdk.dll,Windows\System32,c,wmdrmsdk.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,C:\Windows\explorer.exe,Windows,C,explorer.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wwansvc.dll,Windows\System32,c,wwansvc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wwanconn.dll,Windows\System32,c,wwanconn.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\ndistapi.sys,Windows\System32\drivers,c,ndistapi.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\fdWNet.dll,Windows\System32,c,fdWNet.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wsmplpxy.dll,Windows\System32,c,wsmplpxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\srwmi.dll,Windows\System32,c,srwmi.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\presentationhostproxy.dll,Windows\System32,c,presentationhostproxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\fdWNet.dll,Windows\SysWOW64,c,fdWNet.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\IME\shared\IMEAPIS.DLL,Windows\System32\IME\shared,c,IMEAPIS.DLL,DLL,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\portabledeviceclassextension.dll,Windows\SysWOW64,c,portabledeviceclassextension.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\rdpvideominiport.sys,Windows\System32\drivers,c,rdpvideominiport.sys,sys,NT SERVICE\TrustedInstaller
NS0007VZI,c:\Windows\System32\TSpkg.dll,Windows\System32,c,TSpkg.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\IME\IMESC5\IMSCTIP.dll,Windows\System32\IME\IMESC5,c,IMSCTIP.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\WWanAPI.dll,Windows\System32,c,WWanAPI.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\msiscsi.sys,Windows\System32\drivers,c,msiscsi.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\sppcc.dll,Windows\SysWOW64,c,sppcc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\rundll32.exe,Windows\System32,c,rundll32.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wdi.dll,Windows\System32,c,wdi.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wbem\wbemcntl.dll,Windows\System32\wbem,c,wbemcntl.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\Speech\SpeechUX\speechuxcpl.dll,Windows\System32\Speech\SpeechUX,c,speechuxcpl.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\nlahc.dll,Windows\System32,c,nlahc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\vsmraid.sys,Windows\System32\drivers,c,vsmraid.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\thawbrkr.dll,Windows\System32,c,thawbrkr.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\netbt.sys,Windows\System32\drivers,c,netbt.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\sxproxy.dll,Windows\System32,c,sxproxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\QSHVHOST.DLL,Windows\System32,c,QSHVHOST.DLL,DLL,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\ddoiproxy.dll,Windows\System32,c,ddoiproxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\wimmount.sys,Windows\System32\drivers,c,wimmount.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\qwavedrv.sys,Windows\System32\drivers,c,qwavedrv.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\fdbthproxy.dll,Windows\SysWOW64,c,fdbthproxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\cpfilters.dll,Windows\SysWOW64,c,cpfilters.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\rdpdr.sys,Windows\System32\drivers,c,rdpdr.sys,sys,NT SERVICE\TrustedInstaller
NS0007VZI,c:\Windows\System32\xwreg.dll,Windows\System32,c,xwreg.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\WMADMOE.DLL,Windows\SysWOW64,c,WMADMOE.DLL,DLL,NT AUTHORITY\SYSTEM
NS0007VZI,C:\Windows\SysWOW64\regsvr32.exe,Windows\SysWOW64,C,regsvr32.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\rdpbus.sys,Windows\System32\drivers,c,rdpbus.sys,sys,NT SERVICE\TrustedInstaller
NS0007VZI,c:\Windows\SysWOW64\portabledeviceapi.dll,Windows\SysWOW64,c,portabledeviceapi.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wbem\win32_tpm.dll,Windows\System32\wbem,c,win32_tpm.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\ntshrui.dll,Windows\System32,c,ntshrui.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\iepeers.dll,Windows\System32,c,iepeers.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\fdprint.dll,Windows\System32,c,fdprint.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\auxiliarydisplaydriverlib.dll,Windows\System32,c,auxiliarydisplaydriverlib.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,C:\Windows\System32\smartcardcredentialprovider.dll,Windows\System32,C,smartcardcredentialprovider.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\schedsvc.dll,Windows\System32,c,schedsvc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\w32time.dll,Windows\System32,c,w32time.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\profprov.dll,Windows\System32,c,profprov.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\rdbss.sys,Windows\System32\drivers,c,rdbss.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wbem\SMTPCons.dll,Windows\System32\wbem,c,SMTPCons.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\devicepairing.dll,Windows\SysWOW64,c,devicepairing.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\tsbyuv.dll,Windows\SysWOW64,c,tsbyuv.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\mshtml.dll,Windows\SysWOW64,c,mshtml.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\msvidc32.dll,Windows\SysWOW64,c,msvidc32.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\wmiacpi.sys,Windows\System32\drivers,c,wmiacpi.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\termmgr.dll,Windows\System32,c,termmgr.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\msmpeg2vdec.dll,Windows\SysWOW64,c,msmpeg2vdec.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wbem\WMIPJOBJ.dll,Windows\System32\wbem,c,WMIPJOBJ.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\WMNetMgr.dll,Windows\System32,c,WMNetMgr.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\gpsvc.dll,Windows\System32,c,gpsvc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wbem\wmiutils.dll,Windows\System32\wbem,c,wmiutils.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\msutb.dll,Windows\System32,c,msutb.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wsecedit.dll,Windows\System32,c,wsecedit.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\termsrv.dll,Windows\System32,c,termsrv.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\mctadmin.exe,Windows\System32,c,mctadmin.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\sud.dll,Windows\System32,c,sud.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\fdSSDP.dll,Windows\SysWOW64,c,fdSSDP.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\microsoft.net\framework64\v3.0\windows communication foundation\infocard.exe,Windows\microsoft.net\framework64\v3.0\windows communication foundation,c,infocard.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\windowscodecs.dll,Windows\System32,c,windowscodecs.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\mpsdrv.sys,Windows\System32\drivers,c,mpsdrv.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\amdppm.sys,Windows\System32\drivers,c,amdppm.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\psisrndr.ax,Windows\SysWOW64,c,psisrndr.ax,ax,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\FDResPub.dll,Windows\System32,c,FDResPub.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\microsoft.net\framework64\v2.0.50727\mscorsvw.exe,Windows\microsoft.net\framework64\v2.0.50727,c,mscorsvw.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\tscfgwmi.dll,Windows\System32,c,tscfgwmi.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\fdBth.dll,Windows\System32,c,fdBth.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\MP4SDECD.DLL,Windows\System32,c,MP4SDECD.DLL,DLL,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\tsusbhub.sys,Windows\System32\drivers,c,tsusbhub.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\amstream.dll,Windows\SysWOW64,c,amstream.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\sensorsclassextension.dll,Windows\System32,c,sensorsclassextension.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\ehome\mstvcapn.dll,Windows\ehome,c,mstvcapn.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,C:\Windows\System32\advapi32.dll,Windows\System32,C,advapi32.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\vmstorfl.sys,Windows\System32\drivers,c,vmstorfl.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\msrle32.dll,Windows\System32,c,msrle32.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\Speech\Engines\SR\srloc.dll,Windows\System32\Speech\Engines\SR,c,srloc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,C:\Windows\System32\regsvr32.exe,Windows\System32,C,regsvr32.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wlansvc.dll,Windows\System32,c,wlansvc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\encapi.dll,Windows\SysWOW64,c,encapi.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\txflog.dll,Windows\System32,c,txflog.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\gameux.dll,Windows\SysWOW64,c,gameux.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\circlass.sys,Windows\System32\drivers,c,circlass.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\wbem\win32_tpm.dll,Windows\SysWOW64\wbem,c,win32_tpm.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wbem\ntevt.dll,Windows\System32\wbem,c,ntevt.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\lmhsvc.dll,Windows\System32,c,lmhsvc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\dxtrans.dll,Windows\SysWOW64,c,dxtrans.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\perfcentercpl.dll,Windows\System32,c,perfcentercpl.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\webcheck.dll,Windows\System32,c,webcheck.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\iasrad.dll,Windows\System32,c,iasrad.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\sdrsvc.dll,Windows\System32,c,sdrsvc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\Display.dll,Windows\System32,c,Display.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\iccvid.dll,Windows\SysWOW64,c,iccvid.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\onlineidcpl.dll,Windows\System32,c,onlineidcpl.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\autoplay.dll,Windows\System32,c,autoplay.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\OobeFldr.dll,Windows\System32,c,OobeFldr.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\synth3dvsc.sys,Windows\System32\drivers,c,synth3dvsc.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\dxtmsft.dll,Windows\SysWOW64,c,dxtmsft.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\winrnr.dll,Windows\System32,c,winrnr.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\xmlprovi.dll,Windows\System32,c,xmlprovi.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\msadp32.acm,Windows\System32,c,msadp32.acm,acm,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\actxprxy.dll,Windows\System32,c,actxprxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\WebClnt.dll,Windows\System32,c,WebClnt.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wsepno.dll,Windows\System32,c,wsepno.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\qdvd.dll,Windows\System32,c,qdvd.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\windowscodecsext.dll,Windows\System32,c,windowscodecsext.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\IKEEXT.DLL,Windows\System32,c,IKEEXT.DLL,DLL,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\partmgr.sys,Windows\System32\drivers,c,partmgr.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\TabbtnEx.dll,Windows\System32,c,TabbtnEx.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\powercpl.dll,Windows\System32,c,powercpl.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\objsel.dll,Windows\System32,c,objsel.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\winrssrv.dll,Windows\System32,c,winrssrv.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\ddoiproxy.dll,Windows\SysWOW64,c,ddoiproxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\fdWSD.dll,Windows\SysWOW64,c,fdWSD.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\msisadrv.sys,Windows\System32\drivers,c,msisadrv.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\cca.dll,Windows\SysWOW64,c,cca.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\ieframe.dll,Windows\System32,c,ieframe.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,C:\Windows\System32\normaliz.dll,Windows\System32,C,normaliz.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\program files (x86)\openoffice 4\program\shlxthdl\shlxthdl.dll,program files (x86)\openoffice 4\program\shlxthdl,c,shlxthdl.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,C:\Windows\System32\rpcrt4.dll,Windows\System32,C,rpcrt4.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\Speech\SpeechUX\speechuxps.dll,Windows\SysWOW64\Speech\SpeechUX,c,speechuxps.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wsdprintproxy.dll,Windows\System32,c,wsdprintproxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\eapp3hst.dll,Windows\System32,c,eapp3hst.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\fontext.dll,Windows\System32,c,fontext.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\cmlua.dll,Windows\System32,c,cmlua.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\rtffilt.dll,Windows\System32,c,rtffilt.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\umpo.dll,Windows\System32,c,umpo.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\psisdecd.dll,Windows\SysWOW64,c,psisdecd.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\MegaSR.sys,Windows\System32\drivers,c,MegaSR.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\msxml3.dll,Windows\System32,c,msxml3.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\sisraid2.sys,Windows\System32\drivers,c,sisraid2.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\Faultrep.dll,Windows\SysWOW64,c,Faultrep.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\wacompen.sys,Windows\System32\drivers,c,wacompen.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\es.dll,Windows\System32,c,es.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\remotepg.dll,Windows\System32,c,remotepg.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wzcdlg.dll,Windows\System32,c,wzcdlg.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\dnscmmc.dll,Windows\SysWOW64,c,dnscmmc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\shsvcs.dll,Windows\System32,c,shsvcs.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\Speech\SpeechUX\speechuxps.dll,Windows\System32\Speech\SpeechUX,c,speechuxps.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\cca.dll,Windows\System32,c,cca.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\fde.dll,Windows\SysWOW64,c,fde.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\printui.dll,Windows\System32,c,printui.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\mscories.dll,Windows\System32,c,mscories.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\iyuv_32.dll,Windows\System32,c,iyuv_32.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\biocredprov.dll,Windows\System32,c,biocredprov.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\program files (x86)\panda security\panda security protection\psuashell.dll,program files (x86)\panda security\panda security protection,c,psuashell.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wscinterop.dll,Windows\System32,c,wscinterop.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\WMNetMgr.dll,Windows\SysWOW64,c,WMNetMgr.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\shdocvw.dll,Windows\System32,c,shdocvw.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\ipnat.sys,Windows\System32\drivers,c,ipnat.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\kstvtune.ax,Windows\System32,c,kstvtune.ax,ax,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\AdmTmpl.dll,Windows\System32,c,AdmTmpl.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\printisolationproxy.dll,Windows\System32,c,printisolationproxy.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\rdpendp.dll,Windows\System32,c,rdpendp.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\Setup\rasmigplugin.dll,Windows\System32\Setup,c,rasmigplugin.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\sppcc.dll,Windows\System32,c,sppcc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\intl.cpl,Windows\SysWOW64,c,intl.cpl,cpl,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\RDPCDD.sys,Windows\System32\drivers,c,RDPCDD.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\ksthunk.sys,Windows\System32\drivers,c,ksthunk.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\bwunpairelevated.dll,Windows\System32,c,bwunpairelevated.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\rascfg.dll,Windows\System32,c,rascfg.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\mshta.exe,Windows\SysWOW64,c,mshta.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\Locator.exe,Windows\System32,c,Locator.exe,exe,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\msoeacct.dll,Windows\System32,c,msoeacct.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\dot3hc.dll,Windows\System32,c,dot3hc.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\HpSAMD.sys,Windows\System32\drivers,c,HpSAMD.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\ksecpkg.sys,Windows\System32\drivers,c,ksecpkg.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wshcon.dll,Windows\System32,c,wshcon.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\bxvbda.sys,Windows\System32\drivers,c,bxvbda.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\bdaplgin.ax,Windows\SysWOW64,c,bdaplgin.ax,ax,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\ndis.sys,Windows\System32\drivers,c,ndis.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\GAGP30KX.SYS,Windows\System32\drivers,c,GAGP30KX.SYS,SYS,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\sndvolsso.dll,Windows\System32,c,sndvolsso.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\usercpl.dll,Windows\System32,c,usercpl.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\timedate.cpl,Windows\System32,c,timedate.cpl,cpl,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Users\$user\AppData\Local\microsoft\OneDrive\OneDrive.exe,Users\$user\AppData\Local\microsoft\OneDrive,c,OneDrive.exe,exe,$domain\$user
NS0007VZI,c:\Windows\System32\wbem\wmipdskq.dll,Windows\System32\wbem,c,wmipdskq.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\srvnet.sys,Windows\System32\drivers,c,srvnet.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\activeds.dll,Windows\System32,c,activeds.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\SysWOW64\bitsprx6.dll,Windows\SysWOW64,c,bitsprx6.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wbem\vsswmi.dll,Windows\System32\wbem,c,vsswmi.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\WWanHC.dll,Windows\System32,c,WWanHC.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\wmpdxm.dll,Windows\System32,c,wmpdxm.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\chsbrkr.dll,Windows\System32,c,chsbrkr.dll,dll,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\drivers\bowser.sys,Windows\System32\drivers,c,bowser.sys,sys,NT AUTHORITY\SYSTEM
NS0007VZI,c:\Windows\System32\regsvr32.exe,Windows\System32,c,regsvr32.exe,exe,NT AUTHORITY\SYSTEM
